verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
mostly-false,Carly Fiorina,"""If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.""",8/9/2015,news,Louis Jacobson,8/10/2015,https://www.politifact.com/factchecks/2015/aug/10/carly-fiorina/carly-fiorina-says-emergency-room-visits-are-50-pe/
false,Donald Trump,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,10/8/2020,news,Samantha Putterman,10/9/2020,https://www.politifact.com/factchecks/2020/oct/09/donald-trump/trump-makes-unfounded-claim-2016-debate-commission/
mostly-true,Janet Adkins,"""There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.""",2/9/2016,meeting,Joshua Gillin,2/22/2016,https://www.politifact.com/factchecks/2016/feb/22/janet-adkins/traditional-schools-get-much-more-capital-funding-/
mostly-false,Facebook posts,"""Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.""",9/20/2021,social_media,Duncan Slade,11/2/2021,https://www.politifact.com/factchecks/2021/nov/02/facebook-posts/did-violent-crime-wva-fall-after-permitless-carry-/
false,Barack Obama,Says Mitt Romney would deny gay people the right to adopt children.,5/10/2012,advertisement,Molly Moorhead,5/14/2012,https://www.politifact.com/factchecks/2012/may/14/barack-obama/obama-ad-says-romney-opposes-gay-adoption/
half-true,Rand Paul,"""When you look at the earned income tax credit, it has about a 25 percent fraud rate. We're looking at $20 billion to $30 billion.""",1/25/2015,meeting,Steve Contorno,1/30/2015,https://www.politifact.com/factchecks/2015/jan/30/rand-paul/rand-paul-says-earned-income-tax-credit-has-25-per/
false,Tom Barrett,"""No one on my staff has ever been charged with a crime.""",5/31/2012,speech,Tom Kertscher,6/1/2012,https://www.politifact.com/factchecks/2012/jun/01/tom-barrett/wisconsin-recall-dem-challenger-tom-barrett-says-n/
true,Timothy Dolan,"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",12/1/2013,news,Julie Kliegman,12/4/2013,https://www.politifact.com/factchecks/2013/dec/04/timothy-dolan/us-bishops-have-supported-universal-health-care-19/
mostly-true,Battleground Texas,"In 2008, ""only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.""",2/26/2013,news,W. Gardner Selby,3/22/2013,https://www.politifact.com/factchecks/2013/mar/22/battleground-texas/battleground-texas-says-54-percent-texas-latinos-r/
mostly-false,Scott Walker,"Says Tony Evers will ""raise the gas tax by as much as a dollar a gallon.""",10/9/2018,social_media,Tom Kertscher,10/24/2018,https://www.politifact.com/factchecks/2018/oct/24/scott-walker/tony-evers-open-raising-gas-tax-scott-walker-one-s/
mostly-true,Ted Cruz,"""In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.""",11/27/2016,news,Amy Sherman,11/29/2016,https://www.politifact.com/factchecks/2016/nov/29/ted-cruz/ted-cruz-says-political-arrests-cuba-have-increase/
pants-fire,Helio Melo,"""People who wash cars at home will use approximately 80 percent more water than they do in a car wash.""",6/7/2012,speech,C. Eugene Emery Jr.,7/1/2012,https://www.politifact.com/factchecks/2012/jul/01/helio-melo/ri-state-rep-helio-melo-says-washing-car-home-uses/
half-true,Mike Huckabee,"""Let's not blame President Bush for all of this. We've got a Congress who sat around on their hands and done nothing but spend a lot of money ... leaving us $9-trillion in debt that we're passing on to our grandchildren.""",1/30/2008,speech,Adriel Bettelheim,1/31/2008,https://www.politifact.com/factchecks/2008/jan/31/mike-huckabee/congress-delivered-but-after-bush-asked/
mostly-true,Ending Spending Action Fund,"U.S. Senate candidate Michelle Nunn ""earned as much as $300,000 running a nonprofit that had laid off 90 workers.""",7/20/2014,advertisement,Nancy Badertscher,7/25/2014,https://www.politifact.com/factchecks/2014/jul/25/ending-spending-action-fund/super-pac-goes-after-nunn-layoffs-raise/
half-true,Freedom Partners Action Fund,"""During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.""",5/2/2016,advertisement,Riley Snyder,5/27/2016,https://www.politifact.com/factchecks/2016/may/27/freedom-partners-action-fund/ad-attacking-former-ag-gets-details-right-misses-b/
pants-fire,TheLastLineOfDefense.org,"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’""",12/16/2017,news,Amy Sherman,12/20/2017,https://www.politifact.com/factchecks/2017/dec/20/thelastlineofdefenseorg/no-new-jersey-mayor-elect-didnt-ban-word-christmas/
false,Marco Rubio,"Says ""Dr. Fauci lied about masks in March.""",12/27/2020,social_media,Jon Greenberg,12/28/2020,https://www.politifact.com/factchecks/2020/dec/28/marco-rubio/marco-rubio-says-anthony-fauci-lied-about-masks-fa/
half-true,Tammy Baldwin,"Says U.S. Senate rival Tommy Thompson said he wants to ""do away with Medicare.""",6/7/2012,speech,Dave Umhoefer,6/28/2012,https://www.politifact.com/factchecks/2012/jun/28/tammy-baldwin/baldwin-says-thompson-wants-do-away-medicare/
mostly-true,Amy Klobuchar,"""After a decade of progress, the rate of uninsured children is now rising.""",12/3/2018,social_media,Jon Greenberg,12/5/2018,https://www.politifact.com/factchecks/2018/dec/05/amy-klobuchar/amy-klobuchar-number-rate-children-without-insuran/
true,Barack Obama,"""Putting three Republicans in my Cabinet...is unprecedented.""",2/9/2009,news,Robert Farley,2/10/2009,https://www.politifact.com/factchecks/2009/feb/10/barack-obama/Three-Republicans-Cabinet-Most/
half-true,Mary Burke,"""You've seen where we're now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.""",11/6/2013,news,Dave Umhoefer,11/19/2013,https://www.politifact.com/factchecks/2013/nov/19/mary-burke/mary-burke-says-wisconsin-has-gone-700-million-sur/
half-true,Tom Barrett,"Figures cited by Gov. Scott Walker ""are not commonly used"" to measure job creation.",5/31/2012,speech,James B. Nelson,6/1/2012,https://www.politifact.com/factchecks/2012/jun/01/tom-barrett/democrat-tom-barrett-says-republican-gov-scott-wal/
true,Cynthia Nixon,"""In one day of fundraising I received more small donor (contributions) than Andrew Cuomo received in seven years.""",3/22/2018,news,Dan Clark,3/22/2018,https://www.politifact.com/factchecks/2018/mar/22/cynthia-nixon/cynthia-nixon-claims-she-had-more-small-donors-one/
mostly-true,Tommy Thompson,"Says U.S. Senate rival Tammy Baldwin wants a ""completely government-controlled"" health care system that goes ""far beyond 'Obamacare'"" and is ""a Medicare system for all.""",8/15/2012,news,Tom Kertscher,8/26/2012,https://www.politifact.com/factchecks/2012/aug/26/tommy-thompson/tommy-thompson-says-us-senate-rival-tammy-baldwin-/
mostly-true,Oregon Healthy Kids,"""No family earns too much to qualify"" for Oregon Healthy Kids program.",11/22/2010,other,Ian K. Kullgren,12/1/2010,https://www.politifact.com/factchecks/2010/dec/01/oregon-healthy-kids/oregon-healthy-kids-says-no-matter-how-much-you-ma/
mostly-true,Ivanka Trump,"""40 percent of American households have female primary breadwinners.""",5/2/2017,other,Lauren Carroll,5/3/2017,https://www.politifact.com/factchecks/2017/may/03/ivanka-trump/ivanka-trump-new-book-says-women-are-primary-earne/
mostly-true,John McCain,"""We spent $3-million of your money to study the DNA of bears.""",8/16/2008,other,Kathryn A. Wolfe,8/25/2008,https://www.politifact.com/factchecks/2008/aug/25/john-mccain/mccains-bear-story-is-no-bull/
pants-fire,Jerome R. Corsi,"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",8/1/2008,other,Angie Drobnic Holan,8/20/2008,https://www.politifact.com/factchecks/2008/aug/20/jerome-corsi/obama-does-not-reject-his-family-/
mostly-false,Claire McCaskill,"""I made my decision on Kavanaugh before the allegations surfaced, and it was all about Kavanaugh's alliance and allegiance to dark money and unlimited political contributions.""",10/25/2018,speech,Kyra Haas,11/1/2018,https://www.politifact.com/factchecks/2018/nov/01/claire-mccaskill/mccaskill-said-she-decided-her-kavanaugh-vote-alle/
half-true,Barack Obama,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",12/15/2009,speech,Robert Farley,12/18/2009,https://www.politifact.com/factchecks/2009/dec/18/barack-obama/obama-said-health-care-reform-will-reduce-cost-hea/
pants-fire,Facebook posts,"""Ukrainian fighter-ace known as the 'Ghost of Kyiv's real name is Samuyil Hyde.""",2/25/2022,social_media,Jeff Cercone,3/1/2022,https://www.politifact.com/factchecks/2022/mar/01/facebook-posts/samuyil-hyde-internet-meme-not-ghost-kyiv-pilot/
false,Donald Trump,"During the Nixon Watergate investigation, ""out of courtesy, the FBI started reporting to the Department of Justice. But there was nothing official.""",7/19/2017,news,Jon Greenberg,7/21/2017,https://www.politifact.com/factchecks/2017/jul/21/donald-trump/trump-watergate-fbi-reported-doj-courtesy/
true,Dan Patrick,"""Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County.""",4/16/2019,news,Madlin Mekelburg,4/23/2019,https://www.politifact.com/factchecks/2019/apr/23/dan-patrick/dan-patrick-migrant-deaths-remains-fact-check/
false,Bloggers,Athletes are collapsing with heart-related issues due to the COVID-19 vaccines,11/16/2021,social_media,Kayla Steinberg,12/1/2021,https://www.politifact.com/factchecks/2021/dec/01/blog-posting/theres-no-proof-covid-19-vaccines-are-causing-heal/
false,Mooncult,A video shows Joe Biden making a racist comment.,1/1/2020,social_media,Daniel Funke,1/3/2020,https://www.politifact.com/factchecks/2020/jan/03/Mooncult/deceptively-edited-video-joe-biden-falsely-suggest/
pants-fire,Glenn Beck,Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.,2/25/2011,radio,Robert Farley,3/4/2011,https://www.politifact.com/factchecks/2011/mar/04/glenn-beck/glenn-beck-says-first-lady-michelle-obama-has-43-h/
false,Facebook posts,"Says Kamala Harris said, ""If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.""",8/11/2020,social_media,Madison Czopek,8/17/2020,https://www.politifact.com/factchecks/2020/aug/17/facebook-posts/no-kamala-harris-didnt-say-about-guns/
half-true,Donald Trump,"Many gang members have taken advantage of ""glaring loopholes and our laws to enter the country as illegal, unaccompanied, alien minors.""",1/30/2018,speech,Miriam Valverde,2/7/2018,https://www.politifact.com/factchecks/2018/feb/07/donald-trump/immigration-ms-13-and-crime-facts-behind-donald-tr/
false,Viral image,University of Miami researchers have found that the COVID-19 vaccine affects sperm production.,5/11/2021,social_media,Ciara O'Rourke,5/19/2021,https://www.politifact.com/factchecks/2021/may/19/viral-image/university-miami-researchers-looked-effects-covid-/
mostly-true,Sean Patrick Maloney,"""Most people on Medicaid are kids, or seniors, or the disabled.""",8/3/2017,radio,Dan Clark,8/23/2017,https://www.politifact.com/factchecks/2017/aug/23/sean-patrick-maloney/most-people-medicaid-are-children-seniors-or-have-/
mostly-false,Facebook posts,"Says every time someone purchases a Bang energy drink, a portion of the money is donated to help re-elect Donald Trump and ""goes to the fund campaign for MAGA!""",8/5/2019,social_media,Samantha Putterman,8/13/2019,https://www.politifact.com/factchecks/2019/aug/13/facebook-posts/does-portion-every-bang-energy-drink-purchase-go-t/
mostly-false,Democratic National Committee,"Says Mitt Romney flip-flopped on supporting ""the president's Recovery Act.""",11/28/2011,campaign,Louis Jacobson,11/28/2011,https://www.politifact.com/factchecks/2011/nov/28/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-obama-stimulu/
mostly-true,Huey Rey Fischer,"""There isn’t a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.""",2/8/2016,news,W. Gardner Selby,2/26/2016,https://www.politifact.com/factchecks/2016/feb/27/huey-rey-fischer/huey-rey-fischer-nails-lack-texas-legislators-unde/
mostly-false,Kinky Friedman,"Says Barack Obama’s ""favorability rating in Israel once clocked in at 4 percent.""",8/24/2011,news,W. Gardner Selby,9/4/2011,https://www.politifact.com/factchecks/2011/sep/04/kinky-friedman/kinky-friedman-says-barack-obamas-favorable-rating/
half-true,Facebook posts,"""If you go to Antifa.com, it takes you directly to Joe Biden’s webpage...what’s that tell ya…try it yourself.""",8/29/2020,social_media,Samantha Putterman,9/1/2020,https://www.politifact.com/factchecks/2020/sep/01/facebook-posts/antifacom-redirects-bidens-campaign-website-anyone/
mostly-false,Andrew Cuomo,"""Fifty-two counties have average taxes of above the SALT $10,000 cap.""",3/11/2019,news,Jill Terreri Ramos,4/17/2019,https://www.politifact.com/factchecks/2019/apr/17/andrew-cuomo/cuomo-claims-tax-change-bad-ny/
mostly-true,Ted Cruz,"""Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.""",4/30/2016,speech,Chris Nichols,5/3/2016,https://www.politifact.com/factchecks/2016/may/03/ted-cruz/yep-donald-trump-gave-12k-jerry-brown-gavin-newsom/
mostly-true,Jeb Bush,"""The federal government owns about half of the West, yet it continues to acquire more land.""",10/21/2015,blog,Joshua Gillin,10/27/2015,https://www.politifact.com/factchecks/2015/oct/27/jeb-bush/washington-owns-half-us-western-states-jeb-bush-sa/
mostly-true,Jorge Ramos,"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""",7/4/2010,news,Louis Jacobson,7/6/2010,https://www.politifact.com/factchecks/2010/jul/06/jorge-ramos/obama-deported-more-people-his-first-year-bush-did/
mostly-false,Onward Ohio,"""In the Senate, (Mike) DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security. And in Ohio, DeWine allowed illegal immigrants to receive driver's licenses.""",3/20/2018,advertisement,Amy Sherman,3/23/2018,https://www.politifact.com/factchecks/2018/mar/23/onward-ohio/ohio-tv-ad-misleads-attack-mike-dewine-about-immig/
half-true,Eva Marie Mancuso,"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",4/5/2013,news,C. Eugene Emery Jr.,4/14/2013,https://www.politifact.com/factchecks/2013/apr/14/eva-marie-mancuso/ri-board-education-chairwoman-eva-marie-mancuso-sa/
